MODE, N, BUBBLE, QUICK, MERGE, HEAP, INSERTION, COUNTING
ORDERED, 24000, 5.0067901611328125e-06, 1.0013580322265625e-05, 7.867813110351562e-06, 9.059906005859375e-06, 9.5367431640625e-07, 0.0005431175231933594
ORDERED, 25000, 5.7220458984375e-06, 1.2159347534179688e-05, 7.867813110351562e-06, 1.0251998901367188e-05, 0.0, 0.0005810260772705078
ORDERED, 26000, 5.7220458984375e-06, 1.2159347534179688e-05, 9.059906005859375e-06, 1.0967254638671875e-05, 9.5367431640625e-07, 0.0006070137023925781
ORDERED, 27000, 6.9141387939453125e-06, 1.4066696166992188e-05, 8.821487426757812e-06, 1.1205673217773438e-05, 9.5367431640625e-07, 0.0006520748138427734
ORDERED, 28000, 8.344650268554688e-06, 1.3828277587890625e-05, 9.059906005859375e-06, 1.1920928955078125e-05, 9.5367431640625e-07, 0.0006902217864990234
ORDERED, 29000, 8.106231689453125e-06, 1.5974044799804688e-05, 1.0967254638671875e-05, 1.3113021850585938e-05, 9.5367431640625e-07, 0.0007271766662597656
ORDERED, 30000, 8.344650268554688e-06, 1.5735626220703125e-05, 1.1205673217773438e-05, 1.2874603271484375e-05, 1.1920928955078125e-06, 0.0007407665252685547
ORDERED, 31000, 8.821487426757812e-06, 1.811981201171875e-05, 1.0967254638671875e-05, 1.5020370483398438e-05, 9.5367431640625e-07, 0.0007660388946533203
ORDERED, 32000, 8.821487426757812e-06, 1.9073486328125e-05, 1.1920928955078125e-05, 1.9073486328125e-05, 9.5367431640625e-07, 0.0007879734039306641
ORDERED, 33000, 1.0013580322265625e-05, 1.9788742065429688e-05, 1.2159347534179688e-05, 1.5020370483398438e-05, 2.1457672119140625e-06, 0.000865936279296875
ORDERED, 34000, 1.2159347534179688e-05, 2.5033950805664062e-05, 1.4781951904296875e-05, 2.002716064453125e-05, 2.1457672119140625e-06, 0.0008590221405029297
ORDERED, 35000, 1.0728836059570312e-05, 2.09808349609375e-05, 1.1920928955078125e-05, 1.71661376953125e-05, 7.152557373046875e-07, 0.0008649826049804688
ORDERED, 36000, 1.1920928955078125e-05, 2.2172927856445312e-05, 1.2636184692382812e-05, 1.8358230590820312e-05, 9.5367431640625e-07, 0.0008709430694580078
ORDERED, 37000, 1.0967254638671875e-05, 2.384185791015625e-05, 1.3113021850585938e-05, 1.6927719116210938e-05, 1.1920928955078125e-06, 0.0009541511535644531
ORDERED, 38000, 1.1682510375976562e-05, 2.5033950805664062e-05, 1.4066696166992188e-05, 1.9073486328125e-05, 9.5367431640625e-07, 0.0009720325469970703
ORDERED, 39000, 1.2159347534179688e-05, 2.5987625122070312e-05, 1.3828277587890625e-05, 2.0265579223632812e-05, 7.152557373046875e-07, 0.0010051727294921875
ORDERED, 40000, 1.6927719116210938e-05, 2.9087066650390625e-05, 1.5020370483398438e-05, 2.09808349609375e-05, 1.1920928955078125e-06, 0.0010569095611572266
ORDERED, 41000, 1.52587890625e-05, 4.673004150390625e-05, 2.384185791015625e-05, 2.9087066650390625e-05, 1.9073486328125e-06, 0.0010209083557128906
ORDERED, 42000, 1.6927719116210938e-05, 3.504753112792969e-05, 1.7881393432617188e-05, 2.3126602172851562e-05, 2.1457672119140625e-06, 0.001027822494506836
ORDERED, 43000, 1.4066696166992188e-05, 2.8848648071289062e-05, 1.5020370483398438e-05, 2.002716064453125e-05, 9.5367431640625e-07, 0.0011560916900634766
ORDERED, 44000, 1.6927719116210938e-05, 3.1948089599609375e-05, 1.6927719116210938e-05, 2.3126602172851562e-05, 2.1457672119140625e-06, 0.0011708736419677734
ORDERED, 45000, 1.6689300537109375e-05, 3.409385681152344e-05, 1.5974044799804688e-05, 2.5033950805664062e-05, 2.1457672119140625e-06, 0.0011909008026123047
ORDERED, 46000, 1.7881393432617188e-05, 3.695487976074219e-05, 1.6927719116210938e-05, 2.4080276489257812e-05, 9.5367431640625e-07, 0.0011868476867675781
ORDERED, 47000, 1.7881393432617188e-05, 4.315376281738281e-05, 2.193450927734375e-05, 2.4080276489257812e-05, 1.9073486328125e-06, 0.0013041496276855469
ORDERED, 48000, 1.9311904907226562e-05, 3.886222839355469e-05, 1.7881393432617188e-05, 2.8848648071289062e-05, 2.1457672119140625e-06, 0.0012822151184082031
ORDERED, 49000, 1.9788742065429688e-05, 4.00543212890625e-05, 1.7881393432617188e-05, 2.6226043701171875e-05, 1.9073486328125e-06, 0.001277923583984375
ORDERED, 50000, 2.09808349609375e-05, 4.100799560546875e-05, 2.002716064453125e-05, 2.574920654296875e-05, 2.1457672119140625e-06, 0.0014190673828125
ALMOST_ORDERED, 1000, 0.0, 0.0, 1.1920928955078125e-06, 9.5367431640625e-07, 0.0, 0.0
ALMOST_ORDERED, 2000, 9.5367431640625e-07, 0.0, 0.0, 0.0, 0.0, 1.9073486328125e-06
ALMOST_ORDERED, 3000, 0.0, 1.1920928955078125e-06, 9.5367431640625e-07, 9.5367431640625e-07, 0.0, 2.9087066650390625e-05
ALMOST_ORDERED, 4000, 0.0, 9.5367431640625e-07, 1.1920928955078125e-06, 9.5367431640625e-07, 0.0, 5.698204040527344e-05
ALMOST_ORDERED, 5000, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 1.9073486328125e-06, 0.0, 8.392333984375e-05
ALMOST_ORDERED, 6000, 9.5367431640625e-07, 2.1457672119140625e-06, 7.152557373046875e-07, 2.1457672119140625e-06, 9.5367431640625e-07, 0.00011324882507324219
ALMOST_ORDERED, 7000, 9.5367431640625e-07, 2.1457672119140625e-06, 1.9073486328125e-06, 2.1457672119140625e-06, 9.5367431640625e-07, 0.00014400482177734375
ALMOST_ORDERED, 8000, 1.1920928955078125e-06, 1.6689300537109375e-06, 3.0994415283203125e-06, 2.1457672119140625e-06, 9.5367431640625e-07, 0.00015997886657714844
ALMOST_ORDERED, 9000, 9.059906005859375e-06, 3.0994415283203125e-06, 2.86102294921875e-06, 3.0994415283203125e-06, 0.0, 0.00019693374633789062
ALMOST_ORDERED, 10000, 1.6689300537109375e-06, 3.0994415283203125e-06, 3.0994415283203125e-06, 3.814697265625e-06, 0.0, 0.00021409988403320312
ALMOST_ORDERED, 11000, 2.86102294921875e-06, 4.0531158447265625e-06, 4.0531158447265625e-06, 4.76837158203125e-06, 9.5367431640625e-07, 0.0002760887145996094
ALMOST_ORDERED, 12000, 2.1457672119140625e-06, 2.86102294921875e-06, 4.0531158447265625e-06, 4.0531158447265625e-06, 0.0, 0.00029969215393066406
ALMOST_ORDERED, 13000, 2.1457672119140625e-06, 4.76837158203125e-06, 4.0531158447265625e-06, 5.245208740234375e-06, 7.152557373046875e-07, 0.0003001689910888672
ALMOST_ORDERED, 14000, 4.0531158447265625e-06, 3.814697265625e-06, 6.198883056640625e-06, 5.9604644775390625e-06, 9.5367431640625e-07, 0.00033092498779296875
ALMOST_ORDERED, 15000, 3.0994415283203125e-06, 5.0067901611328125e-06, 5.0067901611328125e-06, 5.9604644775390625e-06, 9.5367431640625e-07, 0.00037026405334472656
ALMOST_ORDERED, 16000, 3.0994415283203125e-06, 5.0067901611328125e-06, 4.76837158203125e-06, 5.9604644775390625e-06, 9.5367431640625e-07, 0.0003790855407714844
ALMOST_ORDERED, 17000, 3.814697265625e-06, 6.198883056640625e-06, 4.76837158203125e-06, 7.3909759521484375e-06, 9.5367431640625e-07, 0.00042700767517089844
ALMOST_ORDERED, 18000, 5.245208740234375e-06, 8.821487426757812e-06, 7.867813110351562e-06, 1.0013580322265625e-05, 1.1920928955078125e-06, 0.0004620552062988281
ALMOST_ORDERED, 19000, 3.814697265625e-06, 7.152557373046875e-06, 5.9604644775390625e-06, 7.867813110351562e-06, 9.5367431640625e-07, 0.0004930496215820312
ALMOST_ORDERED, 20000, 3.814697265625e-06, 8.106231689453125e-06, 7.152557373046875e-06, 7.867813110351562e-06, 9.5367431640625e-07, 0.0004942417144775391
ALMOST_ORDERED, 21000, 5.9604644775390625e-06, 5.0067901611328125e-06, 6.9141387939453125e-06, 9.298324584960938e-06, 7.152557373046875e-07, 0.0005249977111816406
ALMOST_ORDERED, 22000, 4.76837158203125e-06, 8.106231689453125e-06, 8.106231689453125e-06, 8.821487426757812e-06, 1.1920928955078125e-06, 0.0005288124084472656
ALMOST_ORDERED, 23000, 5.9604644775390625e-06, 1.0013580322265625e-05, 8.106231689453125e-06, 1.0013580322265625e-05, 1.9073486328125e-06, 0.0005500316619873047
